"zip","TOTAL10","TOTAL11","TOTAL5","TOTAL7","TOTAL12","TOTAL9","TOTAL6","TOTAL13","TOTAL8","TOTAL15","TOTAL14","RAPE5","RAPE6","RAPE7","RAPE8","RAPE9","RAPE10","RAPE11","RAPE12","RAPE15","RAPE14","RAPE13","latitude","longitude","state","sector_desc.x","INSTNM","primary_city","county"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,NA,85,NA,NA,NA,NA,85,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,43.14,-89.35,"WI",NA,"Regency Beauty Institute-Madison","Madison","Dane County"
53706,NA,NA,41563,41654,NA,NA,41563,42716,41654,42716,42716,14,9,8,5,NA,NA,NA,NA,9,17,30,43.07,-89.41,"WI","Public, 4-year or above","University of Wisconsin-Madison","Madison","Dane County"
53711,NA,NA,2581,2549,NA,NA,2581,2678,2549,2678,2678,1,0,0,1,NA,NA,NA,NA,0,1,1,43.01,-89.42,"WI","Private nonprofit, 4-year or above","Edgewood College","Madison","Dane County"
53711,5178,5178,NA,NA,5178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,43.01,-89.42,"WI",NA,"Upper Iowa University","Madison","Dane County"
53713,NA,NA,5933,7178,NA,NA,5933,8268,7178,8268,8268,0,0,0,0,NA,NA,NA,NA,0,0,0,43.04,-89.39,"WI","Private nonprofit, 4-year or above","Concordia University-Wisconsin","Madison","Dane County"
53713,NA,NA,NA,144,NA,NA,NA,NA,144,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,43.04,-89.39,"WI",NA,"Blue Sky School of Professional Massage and Therapeutic Bodywork","Madison","Dane County"
53713,NA,NA,NA,NA,NA,NA,NA,16520,NA,16520,16520,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,43.04,-89.39,"WI",NA,"Madison Area Technical College","Madison","Dane County"
53715,NA,NA,13029,13789,NA,NA,13029,NA,13789,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,43.07,-89.4,"WI","Public, 2-year","University of Wisconsin Colleges","Madison","Dane County"
53717,NA,NA,176,NA,NA,NA,176,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.07,-89.52,"WI","Private for-profit, 2-year","Martins College of Cosmetology-Madison","Madison","Dane County"
53717,NA,NA,NA,115,NA,NA,NA,NA,115,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,43.07,-89.52,"WI",NA,"Empire Beauty School-Madison","Madison","Dane County"
53717,NA,NA,NA,NA,NA,NA,NA,16520,NA,16520,16520,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,43.07,-89.52,"WI",NA,"Madison Area Technical College","Madison","Dane County"
53718,NA,NA,1842,3381,NA,NA,1842,NA,3381,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,43.09,-89.28,"WI","Private for-profit, 4-year or above","Herzing College","Madison","Dane County"
53718,NA,NA,334,420,NA,NA,334,320,420,320,320,0,0,0,0,NA,NA,NA,NA,0,0,0,43.09,-89.28,"WI","Private for-profit, 2-year","Madison Media Institute","Madison","Dane County"
53718,NA,NA,76,168,NA,NA,76,NA,168,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,43.09,-89.28,"WI","Private for-profit, 4-year or above","University of Phoenix-Madison Campus","Madison","Dane County"
53718,NA,NA,NA,NA,NA,NA,NA,2753,NA,2753,2753,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,43.09,-89.28,"WI",NA,"Herzing University-Madison","Madison","Dane County"
53718,NA,NA,NA,NA,NA,NA,NA,167,NA,167,167,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,43.09,-89.28,"WI",NA,"Globe University-Madison East","Madison","Dane County"
53719,NA,NA,61,NA,NA,NA,61,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.05,-89.52,"WI","Private nonprofit, less-than 2-year","Lakeside School of Massage Therapy","Madison","Dane County"
53719,NA,NA,NA,NA,NA,NA,NA,4797,NA,4797,4797,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,43.05,-89.52,"WI",NA,"Upper Iowa University","Madison","Dane County"
53809,NA,NA,2549,3421,NA,NA,2549,2114,3421,2114,2114,0,0,0,0,NA,NA,NA,NA,0,0,0,42.98,-90.65,"WI","Public, 2-year","Southwest Wisconsin Technical College","Fennimore","Grant County"
53818,NA,NA,7189,NA,NA,NA,7189,NA,NA,NA,NA,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.73,-90.47,"WI","Public, 4-year or above","University of Wisconsin-Platteville","Platteville","Grant County"
53818,NA,NA,NA,7803,NA,NA,NA,8945,7803,8945,8945,NA,NA,4,3,NA,NA,NA,NA,6,1,10,42.73,-90.47,"WI",NA,"University of Wisconsin-Platteville","Platteville","Grant County"
53821,5178,5178,NA,NA,5178,NA,NA,4797,NA,4797,4797,NA,NA,NA,NA,NA,NA,0,0,0,0,0,43.04,-91.14,"WI",NA,"Upper Iowa University","Prairie Du Chien","Crawford County"
53901,NA,NA,NA,NA,NA,NA,NA,16520,NA,16520,16520,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,43.54,-89.46,"WI",NA,"Madison Area Technical College","Portage","Columbia County"
53910,NA,NA,2945,3277,NA,NA,2945,2636,3277,2636,2636,0,0,0,0,NA,NA,NA,NA,0,0,0,43.95,-89.81,"WI","Public, 2-year","Mid-State Technical College","Adams","Adams County"
53913,NA,NA,13029,13789,NA,NA,13029,13454,13789,13454,13454,0,0,0,0,NA,NA,NA,NA,0,0,0,43.46,-89.74,"WI","Public, 2-year","University of Wisconsin Colleges","Baraboo","Sauk County"
53913,NA,NA,NA,NA,NA,NA,NA,55,NA,55,55,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,43.46,-89.74,"WI",NA,"Panache Academy of Beauty","Baraboo","Sauk County"
53948,NA,NA,4564,5573,NA,NA,4564,4044,5573,4044,4044,0,0,0,0,NA,NA,NA,NA,0,0,0,43.8,-90.08,"WI","Public, 2-year","Western Technical College","Mauston","Juneau County"
53959,NA,NA,NA,NA,NA,NA,NA,16520,NA,16520,16520,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,43.53,-89.99,"WI",NA,"Madison Area Technical College","Reedsburg","Sauk County"
53963,NA,NA,NA,NA,NA,NA,NA,35,NA,35,35,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,43.63,-88.73,"WI",NA,"Advanced College of Cosmetology","Waupun","Dodge County"
54017,NA,NA,3677,4118,NA,NA,3677,2894,4118,2894,2894,0,0,0,0,NA,NA,NA,NA,0,0,0,45.12,-92.53,"WI","Public, 2-year","Wisconsin Indianhead Technical College","New Richmond","St. Croix County"
54022,NA,NA,5998,5774,NA,NA,5998,6017,5774,6017,6017,0,0,0,0,NA,NA,NA,NA,0,0,0,44.85,-92.62,"WI","Public, 2-year","Chippewa Valley Technical College","River Falls","Pierce County"
54022,NA,NA,6452,6728,NA,NA,6452,5949,6728,5949,5949,1,1,1,0,NA,NA,NA,NA,3,2,0,44.85,-92.62,"WI","Public, 4-year or above","University of Wisconsin-River Falls","River Falls","Pierce County"
54082,NA,NA,7,7,NA,NA,7,NA,7,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,45.07,-92.75,"WI","Public, less-than 2-year","Burlington Technical Center","Houlton","St. Croix County"
54115,NA,NA,2169,2175,NA,NA,2169,2180,2175,2180,2180,4,2,5,2,NA,NA,NA,NA,8,2,2,44.43,-88.07,"WI","Private nonprofit, 4-year or above","Saint Norbert College","De Pere","Brown County"
54115,NA,NA,NA,144,NA,NA,NA,NA,144,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,44.43,-88.07,"WI",NA,"Blue Sky School of Professional Massage and Therapeutic Bodywork","De Pere","Brown County"
54119,NA,NA,641,615,NA,NA,641,NA,615,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,45.65,-88.18,"WI","Private nonprofit, 4-year or above","Northland Baptist Bible College","Dunbar","Marinette County"
54135,NA,NA,505,634,NA,NA,505,433,634,433,433,0,0,0,0,NA,NA,NA,NA,0,0,0,44.88,-88.63,"WI","Private nonprofit, 2-year","College of Menominee Nation","Keshena","Menominee County"
54143,NA,NA,13029,13789,NA,NA,13029,13454,13789,13454,13454,0,0,0,0,NA,NA,NA,NA,0,0,0,45.08,-87.62,"WI","Public, 2-year","University of Wisconsin Colleges","Marinette","Marinette County"
54157,NA,NA,NA,25,NA,NA,NA,14,25,14,14,NA,NA,0,0,NA,NA,NA,NA,0,0,0,45.05,-87.74,"WI",NA,"Wisconsin Academy","Peshtigo","Marinette County"
54220,NA,NA,2727,3137,NA,NA,2727,2837,3137,2837,2837,0,0,0,0,NA,NA,NA,NA,0,0,0,44.09,-87.67,"WI","Public, 2-year","Lakeshore Technical College","Manitowoc","Manitowoc County"
54220,NA,NA,832,704,NA,NA,832,NA,704,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,44.09,-87.67,"WI","Private nonprofit, 4-year or above","Silver Lake College","Manitowoc","Manitowoc County"
54220,NA,NA,13029,13789,NA,NA,13029,13454,13789,13454,13454,0,0,0,0,NA,NA,NA,NA,0,0,0,44.09,-87.67,"WI","Public, 2-year","University of Wisconsin Colleges","Manitowoc","Manitowoc County"
54220,NA,NA,66,NA,NA,NA,66,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.09,-87.67,"WI","Private for-profit, 2-year","Martins College of Cosmetology-Manitowoc","Manitowoc","Manitowoc County"
54220,NA,NA,NA,68,NA,NA,NA,NA,68,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,44.09,-87.67,"WI",NA,"Empire Beauty School-Manitowoc","Manitowoc","Manitowoc County"
54220,NA,NA,NA,NA,NA,NA,NA,522,NA,522,522,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,44.09,-87.67,"WI",NA,"Silver Lake College of the Holy Family","Manitowoc","Manitowoc County"
54301,NA,NA,304,NA,NA,NA,304,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.48,-88.02,"WI","Private nonprofit, 4-year or above","Bellin College of Nursing","Green Bay","Brown County"
54303,NA,NA,NA,NA,NA,NA,NA,847,NA,847,847,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,44.54,-88.05,"WI",NA,"Rasmussen College-Wisconsin","Green Bay","Brown County"
54304,NA,NA,5933,7178,NA,NA,5933,8268,7178,8268,8268,0,0,0,0,NA,NA,NA,NA,0,0,0,44.49,-88.07,"WI","Private nonprofit, 4-year or above","Concordia University-Wisconsin","Green Bay","Brown County"
54304,NA,NA,71,NA,NA,NA,71,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.49,-88.07,"WI","Private for-profit, 2-year","Wisconsin College of Cosmetology Inc","Green Bay","Brown County"
54304,NA,NA,174,NA,NA,NA,174,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.49,-88.07,"WI","Private for-profit, 2-year","Martins College of Cosmetology-Green Bay","Green Bay","Brown County"
54304,NA,NA,NA,106,NA,NA,NA,NA,106,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,44.49,-88.07,"WI",NA,"Empire Beauty School-Green Bay","Green Bay","Brown County"
54304,NA,NA,NA,NA,NA,NA,NA,52,NA,52,52,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,44.49,-88.07,"WI",NA,"Empire Beauty School-Green Bay","Green Bay","Brown County"
54304,NA,NA,NA,NA,NA,NA,NA,433,NA,433,433,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,44.49,-88.07,"WI",NA,"College of Menominee Nation","Green Bay","Brown County"
54305,NA,NA,12,NA,NA,NA,12,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.52,-87.98,"WI","Private nonprofit, 2-year","Bellin Hospital School of Radiologic Technology","Green Bay","Brown County"
54305,NA,NA,NA,13,NA,NA,NA,NA,13,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,44.52,-87.98,"WI",NA,"Bellin Health School of Radiologic Technology","Green Bay","Brown County"
54307,NA,NA,NA,9273,NA,NA,NA,10096,9273,10096,10096,NA,NA,0,0,NA,NA,NA,NA,0,0,0,44.47,-88.04,"WI",NA,"Northeast Wisconsin Technical College","Green Bay","Brown County"
54311,NA,NA,6110,6638,NA,NA,6110,6784,6638,6784,6784,2,14,4,8,NA,NA,NA,NA,8,1,1,44.48,-87.89,"WI","Public, 4-year or above","University of Wisconsin-Green Bay","Green Bay","Brown County"
54311,NA,NA,NA,306,NA,NA,NA,NA,306,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,44.48,-87.89,"WI",NA,"Bellin College of Nursing","Green Bay","Brown County"
54311,NA,NA,NA,NA,NA,NA,NA,371,NA,371,371,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,44.48,-87.89,"WI",NA,"Bellin College","Green Bay","Brown County"
54313,NA,NA,NA,1027,NA,NA,NA,NA,1027,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,44.59,-88.12,"WI",NA,"ITT Technical Institute-Green Bay","Green Bay","Brown County"
54324,NA,NA,NA,88,NA,NA,NA,NA,88,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,44.52,-87.98,"WI",NA,"Wisconsin College of Cosmetology Inc","Green Bay","Brown County"
54324,NA,NA,NA,NA,NA,NA,NA,152,NA,152,152,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,44.52,-87.98,"WI",NA,"Paul Mitchell the School-Green Bay","Green Bay","Brown County"
54401,NA,NA,3729,4574,NA,NA,3729,4580,4574,4580,4580,0,0,0,0,NA,NA,NA,NA,0,0,0,44.96,-89.64,"WI","Public, 2-year","Northcentral Technical College","Wausau","Marathon County"
54401,NA,NA,13029,13789,NA,NA,13029,13454,13789,13454,13454,0,0,0,0,NA,NA,NA,NA,0,0,1,44.96,-89.64,"WI","Public, 2-year","University of Wisconsin Colleges","Wausau","Marathon County"
54401,NA,NA,NA,7178,NA,NA,NA,NA,7178,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,44.96,-89.64,"WI",NA,"Concordia University-Wisconsin","Wausau","Marathon County"
54401,5178,5178,NA,NA,5178,NA,NA,4797,NA,4797,4797,NA,NA,NA,NA,NA,NA,0,0,0,0,0,44.96,-89.64,"WI",NA,"Upper Iowa University","Wausau","Marathon County"
54401,NA,NA,NA,NA,NA,NA,NA,847,NA,847,847,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,44.96,-89.64,"WI",NA,"Rasmussen College-Wisconsin","Wausau","Marathon County"
54403,NA,NA,59,76,NA,NA,59,46,76,46,46,0,0,0,0,NA,NA,NA,NA,0,0,0,45.02,-89.53,"WI","Private for-profit, 2-year","State College of Beauty Culture Inc","Wausau","Marathon County"
54449,NA,NA,2945,3277,NA,NA,2945,2636,3277,2636,2636,0,0,0,0,NA,NA,NA,NA,0,0,0,44.66,-90.17,"WI","Public, 2-year","Mid-State Technical College","Marshfield","Wood County"
54449,NA,NA,13029,13789,NA,NA,13029,13454,13789,13454,13454,0,0,0,0,NA,NA,NA,NA,0,0,0,44.66,-90.17,"WI","Public, 2-year","University of Wisconsin Colleges","Marshfield","Wood County"
54456,NA,NA,5998,5774,NA,NA,5998,6017,5774,6017,6017,0,0,0,0,NA,NA,NA,NA,0,0,0,44.56,-90.59,"WI","Public, 2-year","Chippewa Valley Technical College","Neillsville","Clark County"
54474,NA,NA,NA,NA,NA,NA,NA,113,NA,113,113,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,44.88,-89.62,"WI",NA,"Globe Universityâ€“Wausau","Rothschild","Marathon County"
54481,NA,NA,2945,3277,NA,NA,2945,2636,3277,2636,2636,0,0,0,0,NA,NA,NA,NA,0,0,0,44.54,-89.56,"WI","Public, 2-year","Mid-State Technical College","Stevens Point","Portage County"
54481,NA,NA,9115,9209,NA,NA,9115,9265,9209,9265,9265,5,7,6,5,NA,NA,NA,NA,5,7,5,44.54,-89.56,"WI","Public, 4-year or above","University of Wisconsin-Stevens Point","Stevens Point","Portage County"
54494,NA,NA,2945,3277,NA,NA,2945,2636,3277,2636,2636,0,0,0,0,NA,NA,NA,NA,0,0,0,44.34,-89.73,"WI","Public, 2-year","Mid-State Technical College","Wisconsin Rapids","Wood County"
54501,NA,NA,1253,1369,NA,NA,1253,1048,1369,1048,1048,0,0,0,0,NA,NA,NA,NA,0,0,0,45.63,-89.41,"WI","Public, 2-year","Nicolet Area Technical College","Rhinelander","Oneida County"
54529,NA,NA,NA,NA,NA,NA,NA,13740,NA,13740,13740,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,45.66,-89.65,"WI",NA,"Embry-Riddle Aeronautical University-Worldwide","Harshaw","Oneida County"
54540,12126,12126,NA,NA,12126,NA,NA,12292,NA,12292,12292,NA,NA,NA,NA,NA,NA,0,0,0,0,0,46.16,-89.23,"WI",NA,"University of Notre Dame","Land O Lakes","Vilas County"
54601,NA,NA,3088,3282,NA,NA,3088,2756,3282,2756,2756,3,4,0,0,NA,NA,NA,NA,0,0,1,43.82,-91.23,"WI","Private nonprofit, 4-year or above","Viterbo University","La Crosse","La Crosse County"
54601,NA,NA,9994,10009,NA,NA,9994,10490,10009,10490,10490,0,1,0,1,NA,NA,NA,NA,2,3,1,43.82,-91.23,"WI","Public, 4-year or above","University of Wisconsin-La Crosse","La Crosse","La Crosse County"
54602,NA,NA,4564,5573,NA,NA,4564,4044,5573,4044,4044,0,0,0,0,NA,NA,NA,NA,0,0,1,43.82,-91.23,"WI","Public, 2-year","Western Technical College","La Crosse","La Crosse County"
54615,NA,NA,4564,5573,NA,NA,4564,4044,5573,4044,4044,0,0,0,0,NA,NA,NA,NA,0,0,0,44.29,-90.84,"WI","Public, 2-year","Western Technical College","Black River Falls","Jackson County"
54650,NA,NA,NA,NA,NA,NA,NA,74,NA,74,74,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,43.88,-91.21,"WI",NA,"The Salon Professional Academy-Onalaska","Onalaska","La Crosse County"
54650,NA,NA,NA,NA,NA,NA,NA,145,NA,145,145,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,43.88,-91.21,"WI",NA,"Globe University-La Crosse","Onalaska","La Crosse County"
54656,NA,NA,4564,5573,NA,NA,4564,4044,5573,4044,4044,0,0,0,0,NA,NA,NA,NA,0,0,0,43.94,-90.8,"WI","Public, 2-year","Western Technical College","Sparta","Monroe County"
54660,NA,NA,4564,5573,NA,NA,4564,4044,5573,4044,4044,0,0,0,0,NA,NA,NA,NA,0,0,0,43.98,-90.5,"WI","Public, 2-year","Western Technical College","Tomah","Monroe County"
54665,NA,NA,4564,5573,NA,NA,4564,4044,5573,4044,4044,0,0,0,0,NA,NA,NA,NA,0,0,0,43.55,-90.88,"WI","Public, 2-year","Western Technical College","Viroqua","Vernon County"
54701,NA,NA,82,79,NA,NA,82,NA,79,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,44.75,-91.51,"WI","Private for-profit, 2-year","Professional Hair Design Academy","Eau Claire","Eau Claire County"
54701,NA,NA,5998,5774,NA,NA,5998,6017,5774,6017,6017,0,0,0,0,NA,NA,NA,NA,0,0,0,44.75,-91.51,"WI","Public, 2-year","Chippewa Valley Technical College","Eau Claire","Eau Claire County"
54701,NA,NA,5998,5774,NA,NA,5998,6017,5774,6017,6017,0,0,0,0,NA,NA,NA,NA,0,0,0,44.75,-91.51,"WI","Public, 2-year","Chippewa Valley Technical College","Eau Claire","Eau Claire County"
54701,NA,NA,5998,5774,NA,NA,5998,6017,5774,6017,6017,0,0,0,0,NA,NA,NA,NA,0,0,0,44.75,-91.51,"WI","Public, 2-year","Chippewa Valley Technical College","Eau Claire","Eau Claire County"
54701,NA,NA,5998,5774,NA,NA,5998,6017,5774,6017,6017,0,0,0,0,NA,NA,NA,NA,0,0,0,44.75,-91.51,"WI","Public, 2-year","Chippewa Valley Technical College","Eau Claire","Eau Claire County"
54701,NA,NA,5998,5774,NA,NA,5998,6017,5774,6017,6017,0,0,0,0,NA,NA,NA,NA,0,0,0,44.75,-91.51,"WI","Public, 2-year","Chippewa Valley Technical College","Eau Claire","Eau Claire County"
